"Country","Age","Gender","Kids","Edu","Work.Status","Annual.Income","Occupation","TenureYears","TenureMonths","CommSize","MaritalStat","Sons","Daughters","Iwastealotoft","EvenafterImak","Idonâtmakedec","Idelaymakingd","Iputoffmaking","Ipaymybillson","Iampromptando","Ilayoutmyclot","Ifindmyselfru","Idonâtgetthin","Ifsomeonewere","Myfriendsandf","Igetimportant","Iamnotverygoo","0Ifindmyselfr","1Ischeduledoc","2Iammorepunct","3Idoroutinema","4WhenIhavetob","5Puttingthing","Ioftenfindmys","Ioftenmisscon","Whenplanninga","Whenitistimet","Alettermaysit","Igenerallyret","Evenjobsthatr","Iusuallymaked","Igenerallydel","0Whentravelin","1Whenpreparin","2Inpreparatio","3Ifabillforas","4Iusuallyretu","5Ioftenhaveat","6Ialwaysseemt","7Iusuallybuye","8Iusuallyacco","9Iamcontinual","0Iusuallytake","Inmostwaysmyl","Theconditions","Iamsatisfiedw","SofarIhavegot","IfIcouldlivem","YouConsider","OtheConsider","DPMean","AIPMean","GPMean","SWLSPMean","2016_Est_HDI","HDI_Category"
"United States",23,"Female","No Kids","deg","full-time",45000,"Research Associate",0,6,"Large-City","Single",2,0,3,1,3,1,2,1,3,1,4,2,3,3,3,3,3,1,3,3,4,2,4,1,2,5,2,2,3,4,4,1,4,4,1,2,4,1,1,5,4,3,4,4,5,5,5,"yes","no",2,2.6,2.8,4.6,0.92,"Very High"
"United States",37.5,"Male","No Kids","deg","full-time",150000,NA,0,0,"Large-City","Single",2,0,3,3,2,2,2,1,1,5,2,2,4,3,2,2,2,3,2,4,1,3,4,3,2,5,1,1,3,2,4,2,2,3,1,1,3,4,4,3,3,4,4,4,4,3,2,"yes","no",2.4,2.5,2.8,3.4,0.92,"Very High"
"United States",21,"Female","No Kids","ltuni","part-time",NA,"Retail",0,10,"Medium-Sized","Single",2,0,3,2,2,1,1,1,1,2,2,1,1,1,3,2,2,1,3,3,1,1,4,1,1,3,2,4,2,3,3,1,4,2,1,1,3,1,1,2,3,3,2,2,3,3,3,"yes","no",1.8,1.7,2.2,2.6,0.92,"Very High"
"United States",28,"Female","No Kids","ma","full-time",55000,"College Administrator",1,0,"Large-City","Single",2,0,5,5,4,4,4,1,3,1,4,4,1,5,3,5,5,1,4,3,5,5,5,4,2,4,2,4,4,4,5,2,5,5,1,4,5,3,4,4,4,4,4,5,4,5,5,"yes","yes",4.4,3.3,3.8,4.6,0.92,"Very High"
"United States",20,"Female","No Kids","ltuni","student",NA,"Unemployed",0,0,"Large-City","Single",2,0,3,4,5,5,5,2,3,3,4,4,3,4,4,4,4,3,3,3,3,4,4,2,3,3,3,3,4,3,4,3,3,4,3,4,4,3,3,4,4,3,1,3,2,2,1,"yes","yes",4.4,3.4,3.4,1.8,0.92,"Very High"
"United States",32.5,"Female","No Kids","deg","student",25000,NA,0,6,"Large-City","Married",2,0,5,4,2,2,2,1,2,5,3,4,3,4,4,4,4,2,3,3,3,3,5,2,3,4,3,4,3,3,5,3,3,4,5,4,5,4,2,5,4,1,4,4,4,4,3,"yes","yes",3,3.2,3.6,3.8,0.92,"Very High"
"United States",32.5,"Male","Yes Kids","ma","full-time",87500,NA,10,3,"Medium-Sized","Married",2,1,2,2,2,1,1,1,2,1,3,1,1,3,3,1,4,1,3,2,2,1,2,1,1,1,3,2,1,2,2,3,2,2,1,3,3,4,2,3,2,2,5,5,5,5,5,"no","no",1.6,1.9,2.1,5,0.92,"Very High"
"United States",45,"Male","No Kids","deg","full-time",67500,"IT Specialist",5,0,"Medium-Sized","Married",2,0,3,3,2,3,3,4,2,5,4,4,2,4,4,4,4,2,3,4,4,5,4,2,3,5,2,4,4,4,4,3,3,3,4,3,5,4,4,3,4,3,3,4,4,4,3,"yes","yes",2.8,3.7,3.5,3.6,0.92,"Very High"
"United States",32.5,"Male","No Kids","ma","full-time",55000,NA,1,0,"Large-City","Divorced",2,0,2,4,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,2,1,5,2,1,1,2,3,3,1,2,2,3,3,3,3,2,"yes","no",2.2,1.1,1.8,2.8,0.92,"Very High"
"United States",28,"Female","No Kids","ma","full-time",150000,"attorney",3,0,"Large-City","Single",2,0,3,2,3,2,2,2,2,4,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,4,2,2,2,2,3,2,2,3,2,2,2,4,4,2,2,2,4,4,4,4,3,"no","no",2.4,2.2,2.5,3.8,0.92,"Very High"
"United States",32.5,"Male","No Kids","deg","full-time",35000,"Academic Assistant",0,1,"Large-City","Divorced",2,0,4,4,4,3,3,5,2,4,5,3,4,4,4,2,2,5,3,5,3,3,4,4,3,4,5,4,3,3,4,4,4,3,5,5,4,5,4,5,5,5,2,2,2,2,3,"yes","yes",3.6,3.6,4.2,2.2,0.92,"Very High"
"United States",21,"Female","No Kids","ltuni","part-time",NA,"Retail",0,10,"Medium-Sized","Single",2,0,2,2,2,1,1,2,1,3,1,1,1,2,3,5,2,1,2,2,1,2,3,1,1,3,2,3,1,2,3,5,4,2,2,2,3,1,2,3,3,3,2,2,3,3,4,"yes","no",1.6,1.9,2.5,2.8,0.92,"Very High"
"United States",28,"Female","No Kids","ma","full-time",45000,"Academic Assistant",4,0,"Large-City","Single",2,0,5,3,3,4,4,1,3,2,5,5,5,2,5,5,5,4,5,2,3,1,5,1,2,5,3,4,4,4,5,5,3,5,1,1,3,3,2,5,5,5,4,5,5,4,4,"yes","yes",3.8,3.5,3.5,4.4,0.92,"Very High"
"United States",45,"Female","No Kids","phd","full-time",67500,NA,3,6,"Large-City","Single",2,0,5,4,5,4,4,4,5,5,5,5,3,5,4,3,5,5,5,5,5,4,4,4,5,5,5,5,5,5,4,4,5,5,4,3,5,5,5,4,4,4,2,3,3,4,3,"yes","yes",4.4,4.5,4.5,3,0.92,"Very High"
"United States",55,"Female","Yes Kids","deg","full-time",67500,NA,2,0,"Medium-Sized","Divorced",NA,1,3,2,2,2,2,1,1,1,2,2,1,1,3,2,3,3,1,2,1,2,3,2,2,2,3,3,2,4,3,1,1,3,3,3,4,3,2,3,3,4,4,3,4,4,3,"yes","no",2.2,1.7,2.7,3.6,0.92,"Very High"
"United States",16.5,"Female","No Kids","high","student",10000,NA,17,0,"Small Town","Single",2,0,2,4,3,3,2,1,3,3,3,4,2,4,4,4,2,5,4,3,4,5,4,3,4,5,2,3,4,1,5,4,4,3,3,2,1,5,4,3,2,4,2,3,3,4,4,"yes","yes",2.8,3.4,3.3,3.2,0.92,"Very High"
"United States",55,"Male","Yes Kids","deg","full-time",150000,NA,0,0,"Large Town","Married",2,3,2,4,2,2,2,2,4,4,2,4,4,4,4,4,4,2,4,2,4,2,4,2,4,4,4,3,2,3,4,2,4,4,3,4,2,4,4,4,4,4,4,4,4,4,4,"yes","yes",2.4,3.3,3.5,4,0.92,"Very High"
"United States",16.5,"Male","No Kids","lthigh","student",10000,NA,0,6,"Small City","Single",2,0,3,3,3,4,4,2,4,1,5,5,5,5,5,5,5,2,5,3,4,3,5,3,4,5,5,4,4,4,5,4,4,5,2,5,5,5,3,4,5,4,3,3,3,3,2,"yes","yes",3.4,3.9,4.2,2.8,0.92,"Very High"
"United States",45,"Female","No Kids","deg","full-time",87500,"Marketing",3,5,"Medium-Sized","Single",2,0,5,3,3,3,3,3,4,4,4,4,3,4,4,4,4,2,5,3,5,5,4,3,4,4,3,3,4,3,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,4,3,"yes","yes",3.4,3.9,3.7,3.2,0.92,"Very High"
"United States",20,"Male","No Kids","ltuni","full-time",45000,"Software Sales",0,6,"Large-City","Single",2,0,1,2,3,3,3,2,2,3,2,3,1,2,3,2,3,3,3,2,1,5,5,2,3,2,4,5,5,4,4,1,4,3,3,1,3,4,3,2,3,2,2,3,2,3,3,"yes","yes",2.4,2.5,3.1,2.6,0.92,"Very High"
"United States",45,"Male","Yes Kids","ltuni","full-time",150000,"Sales",17,0,"Small City","Married",2,1,3,3,2,2,2,3,1,1,2,3,3,2,2,4,2,4,1,4,2,2,3,2,3,5,2,4,3,3,4,1,2,3,3,4,4,3,3,4,4,4,3,3,3,4,3,"yes","yes",2.4,2.4,3.2,3.2,0.92,"Very High"
"United States",28,"Female","No Kids","phd","full-time",150000,"Doctor; Physician",4,5,"Small City","Divorced",2,0,1,3,2,1,1,1,1,2,1,2,2,2,3,2,3,4,1,2,1,3,3,1,2,1,3,3,3,3,2,2,2,3,3,4,4,4,3,3,4,2,4,4,4,4,4,"yes","no",1.6,2,2.8,4,0.92,"Very High"
"United States",32.5,"Female","No Kids","deg","full-time",35000,"Nurse",10,10,"Small Town","Single",2,0,5,5,4,4,4,2,3,2,5,3,5,4,4,4,5,4,5,1,4,3,5,2,3,5,4,2,4,3,5,5,1,5,2,1,4,2,4,5,5,3,2,4,4,2,3,"yes","yes",4.4,3.6,3.5,3,0.92,"Very High"
"United States",45,"Male","Yes Kids","phd","full-time",87500,"college professor",2,0,"Large Town","Married",NA,1,4,3,3,1,1,1,1,5,3,2,5,1,2,2,3,4,2,4,2,2,4,1,4,3,4,4,2,4,3,4,4,4,4,4,2,5,4,3,4,4,3,4,3,4,2,"yes","yes",2.4,2.6,3.5,3.2,0.92,"Very High"
"United States",32.5,"Male","No Kids","deg","full-time",67500,"Human Resource Manger",7,0,"Large-City","Married",2,0,5,4,5,3,3,2,3,5,5,4,5,3,5,4,4,3,5,3,5,3,4,3,4,5,3,3,5,4,5,5,4,4,3,3,4,5,5,5,5,5,2,2,3,1,1,"yes","yes",4,3.9,4.2,1.8,0.92,"Very High"
"United States",22,"Male","No Kids","deg","student",10000,"volunteer mental health worker",0,2,"Small City","",2,0,4,4,4,4,4,2,1,2,4,3,4,5,3,4,5,3,2,1,2,5,5,2,2,4,4,4,4,4,4,1,3,5,3,4,3,4,4,4,5,3,3,3,2,3,3,"yes","yes",4,3.1,3.6,2.8,0.92,"Very High"
"United States",20,"Male","No Kids","ltuni","student",10000,NA,0,0,"Large-City","Single",2,0,4,3,2,3,3,2,1,5,3,2,4,4,3,2,2,2,2,3,2,2,3,1,3,5,2,1,4,3,3,2,2,3,2,3,3,4,4,2,2,3,4,4,5,4,3,"yes","yes",3,2.6,2.8,4,0.92,"Very High"
"United States",23,"Male","No Kids","deg","student",15000,NA,0,8,"Large-City","Single",2,0,3,3,4,1,1,1,1,3,2,1,1,1,2,1,2,3,1,2,1,1,1,1,1,3,2,2,1,3,3,1,1,3,1,1,2,4,1,2,2,3,4,4,4,4,4,"no","no",2.4,1.5,1.9,4,0.92,"Very High"
"United States",28,"Female","No Kids","phd","full-time",55000,"clerk",1,0,"Large-City","Single",2,0,4,3,3,2,1,1,2,3,4,2,4,2,2,2,4,2,3,1,3,3,3,1,2,4,3,2,4,3,5,2,4,4,2,2,2,3,2,4,3,4,1,1,1,2,4,"yes","no",2.6,2.5,3,1.8,0.92,"Very High"
"United States",28,"Female","No Kids","deg","full-time",NA,NA,1,1,"Large-City","Single",2,0,5,5,4,3,3,1,1,1,5,2,3,3,1,1,5,5,1,3,2,1,3,3,2,5,4,3,5,4,3,4,4,5,1,3,1,2,4,4,5,5,1,1,1,2,1,"yes","no",4,2.3,3.5,1.2,0.92,"Very High"
"United States",55,"Female","Yes Kids","dip","part-time",15000,"President",17,0,"Large-City","Married",NA,1,3,4,3,3,3,3,2,2,3,5,2,4,4,4,4,1,2,1,1,4,4,1,2,3,1,3,4,2,4,1,4,5,3,3,4,3,2,5,3,3,4,4,4,4,2,"yes","yes",3.2,2.8,3,3.6,0.92,"Very High"
"United States",28,"Female","No Kids","ma","full-time",45000,NA,1,0,"Large-City","Single",2,0,4,4,3,2,2,1,2,2,4,1,2,3,2,1,3,3,4,3,4,3,4,2,2,5,3,2,3,3,4,3,3,4,2,3,3,4,4,3,4,4,4,5,4,4,4,"yes","yes",3,2.5,3.2,4.2,0.92,"Very High"
"United States",28,"Female","No Kids","ma","full-time",150000,NA,1,1,"Large-City","Married",2,0,2,1,1,1,1,1,1,1,3,5,5,1,1,1,3,1,1,3,2,2,2,1,1,1,3,1,1,2,3,1,2,3,1,1,1,2,1,1,1,1,4,5,4,5,5,"no","no",1.2,2.1,1.5,4.6,0.92,"Very High"
"United States",28,"Female","No Kids","ma","full-time",45000,NA,1,0,"Large-City","",2,0,5,3,2,3,3,1,4,4,5,4,2,5,4,4,3,4,4,4,4,5,5,3,3,5,5,5,5,4,4,3,5,5,2,3,4,5,3,4,5,4,4,4,4,4,3,"yes","yes",3.2,3.8,4.1,3.8,0.92,"Very High"
"United States",55,"Female","Yes Kids","deg","full-time",67500,"Medical Laboratory",17,0,"Large-City","Married",NA,1,5,5,5,5,5,3,2,5,4,4,3,3,5,4,4,4,3,2,3,4,4,4,4,4,4,3,4,5,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,4,2,"yes","yes",5,3.5,4,3,0.92,"Very High"
"United States",45,"Male","Yes Kids","deg","full-time",150000,NA,10,0,"Small City","Separated",NA,1,2,2,2,2,2,1,1,2,3,4,2,2,2,2,2,4,3,2,2,2,3,2,2,4,2,3,3,3,3,2,3,2,4,3,3,3,3,3,3,3,2,2,2,2,2,"no","no",2,2.3,2.8,2,0.92,"Very High"
"United States",24,"Female","No Kids","deg","student",NA,NA,0,7,"Large-City","Married",2,0,3,2,1,2,2,1,1,1,4,3,4,3,3,2,3,4,3,1,2,3,5,1,2,5,3,4,4,3,3,1,3,5,1,2,4,4,3,4,3,3,4,5,4,5,4,"yes","yes",2,2.5,3.1,4.4,0.92,"Very High"
"United States",28,"Female","No Kids","deg","full-time",87500,"Financial Analyst",1,9,"Large-City","Married",2,0,4,3,4,2,2,3,2,5,2,2,1,2,3,1,2,5,2,3,1,3,3,3,4,3,4,4,1,5,3,4,4,3,5,4,4,5,4,2,3,3,2,2,2,2,2,"yes","no",3,2.5,3.5,2,0.92,"Very High"
"United States",67.5,"Female","No Kids","phd","part-time",NA,"Unemployed",2,0,"Large-City","Single",2,0,3,2,2,1,1,1,1,5,2,2,1,1,3,3,2,2,2,1,3,3,3,1,2,1,1,3,3,3,4,1,1,5,1,2,2,3,3,3,3,1,5,5,4,4,1,"yes","no",1.8,2.1,2.3,3.8,0.92,"Very High"
"United States",37.5,"Female","No Kids","ma","student",25000,"Research Assistant",3,0,"Medium-Sized","Single",2,0,4,4,4,3,3,1,2,2,5,4,3,3,4,2,4,1,4,3,4,4,5,3,2,4,4,4,4,4,4,4,4,4,2,2,4,3,2,4,3,4,2,3,3,3,3,"yes","yes",3.6,3.1,3.5,2.8,0.92,"Very High"
"United States",45,"Female","No Kids","ma","full-time",87500,NA,8,0,"Medium-Sized","Single",2,0,3,2,2,2,2,1,1,5,2,3,4,2,3,3,3,2,3,2,1,1,3,1,3,2,3,2,2,3,3,1,1,3,2,3,4,4,3,3,3,3,3,3,3,4,2,"yes","no",2.2,2.4,2.6,3,0.92,"Very High"
"United States",32.5,"Female","No Kids","ma","full-time",67500,"Budget analyst",0,10,"Small City","Single",2,0,3,3,2,2,2,1,2,2,3,2,5,1,3,3,3,1,3,1,2,2,4,2,3,5,3,3,4,3,4,1,3,3,1,3,3,5,2,3,3,4,4,4,3,3,3,"no","no",2.4,2.3,3.1,3.4,0.92,"Very High"
"United States",20,"Female","No Kids","ltuni","student",10000,NA,5,0,"Large-City","Single",2,0,4,3,4,4,4,1,1,5,4,1,1,5,4,1,3,3,3,2,5,1,4,1,3,4,2,3,4,4,5,3,4,4,1,3,4,3,2,4,4,4,5,4,5,5,5,"yes","yes",3.8,2.7,3.3,4.8,0.92,"Very High"
"United States",55,"Female","No Kids","ltuni","full-time",67500,NA,14,0,"Large-City","Single",2,0,2,4,2,2,2,5,1,5,1,4,1,5,5,5,5,3,2,5,1,5,5,1,1,1,1,3,5,2,5,1,1,5,5,1,4,1,1,1,5,5,5,5,5,5,1,"yes","yes",2.4,3.5,2.7,4.2,0.92,"Very High"
"United States",28,"Female","No Kids","phd","full-time",45000,"resident physician",1,0,"Large Town","Married",2,0,2,3,3,1,1,1,1,1,3,2,4,1,2,1,3,4,2,2,1,1,3,1,1,5,2,1,3,2,3,2,3,3,2,1,3,4,3,5,4,4,1,1,1,2,1,"no","no",2,1.9,2.8,1.2,0.92,"Very High"
"United States",32.5,"Female","No Kids","ltuni","student",10000,NA,0,0,"Large-City","Single",2,0,4,4,3,4,3,1,3,5,5,5,5,4,5,4,5,4,3,3,3,4,5,5,3,3,2,5,4,3,5,2,4,5,3,2,4,4,2,4,5,4,3,3,4,3,2,"yes","yes",3.6,3.9,3.7,3,0.92,"Very High"
"United States",37.5,"Female","Yes Kids","deg","full-time",45000,"Program Assistant",1,0,"Large-City","Married",NA,1,4,5,1,1,1,1,1,2,2,4,4,1,5,3,4,2,2,3,1,4,5,1,5,1,1,1,5,1,5,2,3,4,2,1,5,5,3,5,5,4,2,2,2,2,1,"yes","yes",2.4,2.6,3.2,1.8,0.92,"Very High"
"United States",45,"Female","Yes Kids","ma","retired",NA,NA,0,0,"Small City","Married",NA,2,2,2,3,3,2,1,1,4,1,2,2,2,3,2,2,2,1,2,1,2,3,1,2,5,2,1,3,2,3,1,2,3,2,2,2,4,4,4,3,5,5,4,5,5,5,"yes","no",2.4,1.9,2.7,4.8,0.92,"Very High"
"United States",45,"Female","No Kids","deg","full-time",87500,"Program officer",10,0,"Small City","Single",2,0,3,4,3,2,3,1,2,2,4,2,3,2,3,2,4,2,3,1,4,2,3,2,2,5,2,3,1,2,4,2,4,3,1,3,4,5,2,3,3,2,2,3,3,3,2,"yes","yes",3,2.5,2.8,2.6,0.92,"Very High"
"United States",37.5,"Male","No Kids","ma","full-time",87500,"Deputy Chief of Public Information for t",0,9,"Large-City","Single",2,0,5,4,5,4,4,3,4,4,5,3,4,5,5,4,5,5,5,5,5,5,5,5,4,5,2,1,4,5,4,5,5,5,3,3,4,4,5,5,4,4,1,2,1,1,1,"yes","yes",4.4,4.5,4.1,1.2,0.92,"Very High"
"United States",28,"Male","No Kids","deg","full-time",55000,"Web Designer",0,6,"Large-City","Single",2,0,2,2,1,2,1,1,1,5,2,1,1,1,2,1,2,4,1,2,1,2,2,2,3,1,3,2,2,2,3,1,1,2,2,2,2,4,3,2,2,2,4,4,5,4,3,"no","no",1.6,1.8,2.1,4,0.92,"Very High"
"United States",32.5,"Female","No Kids","ma","full-time",87500,NA,1,0,"Large-City","Single",2,0,2,1,2,1,1,1,3,2,4,3,2,2,1,2,1,1,3,1,4,3,2,1,1,1,1,3,1,2,3,1,3,2,1,1,1,1,2,1,1,2,3,2,3,2,2,"no","no",1.4,2.2,1.6,2.4,0.92,"Very High"
"United States",23,"Male","No Kids","deg","student",NA,NA,0,9,"Large-City","Single",2,0,2,3,3,3,3,1,2,3,3,2,2,4,4,2,3,4,3,3,2,1,3,2,4,4,1,2,3,4,5,3,3,5,3,3,4,3,3,3,3,4,4,5,4,4,3,"yes","yes",2.8,2.6,3.2,4,0.92,"Very High"
"United States",25,"Female","No Kids","deg","full-time",87500,"Public Health",3,6,"Large-City","Single",2,0,3,4,4,3,3,1,3,5,4,3,2,3,5,1,3,3,5,5,4,4,5,3,4,2,4,4,3,4,4,4,5,4,2,3,4,4,3,4,5,5,3,3,2,2,1,"yes","yes",3.4,3.4,3.8,2.2,0.92,"Very High"
"United States",32.5,"Male","No Kids","phd","part-time",35000,NA,5,0,"Small City","Single",2,0,2,3,1,2,2,5,1,5,3,5,3,5,4,5,4,5,3,5,1,5,5,2,3,3,5,2,5,3,5,2,2,5,4,5,4,5,4,5,5,5,1,2,1,1,1,"yes","yes",2,3.9,4,1.2,0.92,"Very High"
"United States",32.5,"Female","No Kids","deg","full-time",25000,"Page Designer for a newspaper",3,0,"Large Town","Married",2,0,5,5,5,4,3,2,2,1,5,4,3,4,4,2,4,1,3,2,4,3,5,2,2,5,3,3,2,4,3,4,4,4,3,2,4,2,3,4,4,3,3,5,4,4,1,"yes","yes",4.4,2.9,3.3,3.4,0.92,"Very High"
"United States",25,"Male","No Kids","deg","student",35000,NA,1,0,"Medium-Sized","Single",2,0,3,1,1,1,1,2,4,5,4,2,3,5,4,2,4,5,5,3,4,4,4,4,4,4,4,2,4,2,4,5,3,4,2,5,5,5,5,3,3,3,3,3,3,4,4,"yes","yes",1.4,3.7,3.8,3.4,0.92,"Very High"
"United States",20,"Female","No Kids","deg","student",10000,NA,0,0,"","Single",2,0,3,4,3,3,3,3,4,4,4,5,3,4,4,2,4,4,4,4,4,4,4,3,4,5,4,3,3,4,4,3,2,5,3,4,4,4,4,4,4,2,3,3,3,4,3,"yes","yes",3.2,3.8,3.6,3.2,0.92,"Very High"
"United States",45,"Female","Yes Kids","ma","full-time",87500,NA,17,0,"Large-City","Married",NA,1,3,3,3,2,2,3,1,4,3,2,1,2,3,2,3,4,3,4,2,3,3,2,3,3,4,2,3,4,4,2,3,3,4,2,3,3,3,4,3,3,4,4,3,5,3,"no","no",2.6,2.7,3,3.8,0.92,"Very High"
"United States",67.5,"Female","No Kids","phd","part-time",67500,"Attorney",30,0,"Large Town","Single",2,0,5,5,5,5,5,3,3,5,4,5,4,5,5,3,3,3,4,3,4,5,5,4,5,4,5,4,5,5,5,4,5,5,5,5,5,4,4,5,5,5,3,5,2,2,3,"yes","yes",5,3.9,4.7,3,0.92,"Very High"
"United States",45,"Male","Yes Kids","phd","full-time",150000,"President",10,0,"Large-City","Married",NA,0,2,4,2,2,2,1,1,4,2,5,5,5,4,5,5,5,2,4,2,5,5,3,4,2,3,4,5,2,5,3,2,5,1,3,4,5,4,5,5,5,2,2,2,4,2,"yes","yes",2.4,3.7,3.8,2.4,0.92,"Very High"
"United States",32.5,"Male","No Kids","phd","full-time",67500,"flight surgeon",0,8,"Small City","Single",2,0,2,2,1,1,1,1,2,1,5,3,3,3,2,2,3,2,3,3,2,3,3,1,2,4,2,2,2,3,3,3,2,3,2,3,3,2,1,3,3,2,4,4,4,4,4,"yes","yes",1.4,2.5,2.5,4,0.92,"Very High"
"United States",37.5,"Male","No Kids","deg","full-time",87500,NA,6,0,"Small Town","Married",2,0,3,3,4,2,2,1,1,1,2,3,2,2,3,2,3,2,4,2,2,3,3,3,3,4,2,1,2,2,3,2,4,4,2,2,2,4,4,3,3,2,4,4,4,4,4,"yes","no",2.8,2.2,2.8,4,0.92,"Very High"
"United States",37.5,"Female","Yes Kids","ltuni","full-time",35000,NA,5,0,"Small Town","Divorced",2,2,5,4,5,4,3,3,5,5,5,5,3,5,3,4,5,4,5,5,5,5,5,2,5,5,5,4,5,4,3,5,4,5,5,5,5,5,5,4,2,5,1,1,1,3,1,"yes","yes",4.2,4.5,4.4,1.4,0.92,"Very High"
"United States",32.5,"Female","No Kids","ma","part-time",25000,NA,10,0,"Large-City","Single",2,0,4,4,3,3,3,3,4,4,4,4,4,5,4,5,4,3,5,4,4,5,4,3,4,5,3,3,3,4,5,4,4,5,3,3,4,4,3,4,4,3,3,3,4,4,3,"yes","yes",3.4,4.1,3.8,3.4,0.92,"Very High"
"United States",21,"Male","No Kids","deg","student",NA,NA,0,8,"Medium-Sized","Single",2,0,3,3,4,3,3,1,3,2,4,3,5,3,4,3,4,3,4,3,3,3,4,2,2,4,5,2,4,3,4,4,3,4,3,2,4,4,4,4,3,2,3,4,4,3,3,"yes","yes",3.2,3.2,3.4,3.4,0.92,"Very High"
"United States",55,"Female","Yes Kids","ma","full-time",87500,"Clinical Dietitian",10,2,"Large-City","Married",4,0,5,5,5,3,3,1,3,5,4,4,4,4,4,5,5,4,4,3,5,5,4,3,3,5,3,3,4,4,4,5,3,4,3,3,4,5,3,4,3,3,2,3,3,3,2,"yes","yes",4.2,4,3.6,2.6,0.92,"Very High"
"United States",37.5,"Male","No Kids","ma","student",10000,NA,3,0,"Large-City","Single",2,0,3,2,1,1,1,1,1,2,3,3,4,2,3,2,4,2,3,3,2,4,4,1,2,4,3,1,2,3,4,3,3,3,1,2,2,3,3,4,1,3,3,4,4,3,4,"yes","no",1.6,2.6,2.6,3.6,0.92,"Very High"
"United States",55,"Male","No Kids","ma","full-time",150000," consultant",5,0,"Large-City","Divorced",2,0,3,3,4,3,3,1,1,5,3,3,1,3,3,2,2,4,2,4,1,3,4,1,3,2,1,2,3,4,4,2,1,4,2,3,2,5,4,4,4,3,2,3,3,2,3,"yes","no",3.2,2.5,2.9,2.6,0.92,"Very High"
"United States",45,"Male","No Kids","phd","full-time",250000,"Entrepreneur & Consultant",28,0,"Large-City","Single",2,0,3,3,2,2,2,2,4,3,4,3,4,4,3,3,3,2,4,2,4,2,4,2,3,3,4,3,3,3,3,4,4,3,1,2,3,3,3,2,2,3,4,4,4,4,3,"yes","no",2.4,3.1,2.9,3.8,0.92,"Very High"
"United States",28,"Male","No Kids","ltuni","full-time",45000,"Process Engineer",8,0,"Large Town","Single",2,0,5,3,1,2,2,5,4,3,3,3,2,3,4,2,3,4,4,5,3,5,4,1,2,1,5,5,5,3,3,3,2,4,5,5,4,2,4,4,4,4,1,2,2,2,1,"yes","no",2.6,3.5,3.5,1.6,0.92,"Very High"
"United States",16.5,"Male","No Kids","lthigh","student",NA,NA,0,0,"Small City","",2,0,4,4,4,2,2,3,1,4,2,3,2,4,2,3,2,3,2,2,1,3,2,2,3,2,2,2,3,4,4,2,3,4,2,4,4,4,4,2,4,4,4,4,4,4,4,"yes","yes",3.2,2.5,3,4,0.92,"Very High"
"United States",32.5,"Female","No Kids","phd","student",NA,NA,5,0,"Large-City","Single",2,0,3,4,2,2,2,2,3,5,4,3,4,1,4,2,4,4,4,2,3,4,5,2,3,5,3,3,3,2,4,5,4,5,3,4,4,4,4,4,3,2,3,4,2,3,2,"yes","no",2.6,3.3,3.6,2.8,0.92,"Very High"
"United States",19,"Female","No Kids","ltuni","student",10000,NA,0,0,"Large-City","Single",2,0,3,3,4,3,2,3,3,3,4,2,2,3,3,2,3,2,3,3,3,2,3,1,2,4,3,4,2,4,3,2,3,3,2,2,3,3,2,3,3,3,3,3,4,4,2,"no","no",3,2.7,2.8,3.2,0.92,"Very High"
"United States",45,"Female","Yes Kids","phd","part-time",55000,NA,0,0,"","Divorced",NA,0,4,3,3,3,3,1,2,4,3,3,3,3,3,2,3,2,3,2,3,3,3,2,2,3,2,3,3,3,3,1,3,3,1,3,3,2,3,3,3,3,3,2,3,3,3,"yes","yes",3.2,2.7,2.6,2.8,0.92,"Very High"
"United States",32.5,"Male","No Kids","ma","student",15000,NA,3,0,"Large-City","Single",2,0,4,3,4,3,3,2,2,2,4,4,3,4,4,4,4,2,3,1,2,5,5,3,2,4,2,2,4,3,4,3,2,4,3,4,4,3,3,4,4,2,2,2,3,2,1,"yes","yes",3.4,3.1,3.2,2,0.92,"Very High"
"United States",23,"Female","No Kids","deg","full-time",45000,"Clinical Research Assistant",1,0,"","Single",2,0,4,5,3,3,3,2,2,3,4,3,3,4,4,2,3,3,4,4,2,3,4,2,3,4,5,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,3,3,3,2,"yes","yes",3.6,3.1,3.8,2.6,0.92,"Very High"
"United States",37.5,"Female","No Kids","deg","full-time",45000,"Marketing",1,0,"Large-City","Single",2,0,5,4,4,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,4,2,4,5,5,3,3,4,5,5,5,4,5,3,1,5,3,4,5,4,1,1,1,1,1,"yes","yes",4.6,4.8,4,1,0.92,"Very High"
"United States",24,"Male","No Kids","deg","full-time",35000,"Non-profit Consultant",0,11,"Large-City","Single",2,0,3,4,4,3,3,1,2,5,2,2,2,4,3,2,5,4,3,1,3,4,5,2,4,5,4,3,5,4,4,3,5,4,3,3,4,5,4,5,3,4,3,4,3,4,4,"yes","yes",3.4,2.9,4,3.6,0.92,"Very High"
